trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000309	NA	unspecified_trait	unspecified trait	Os01g0346900	HAP5I, NF-YC10, OsNF-YC10, OsEnS-5, OsHAP5I, NFYC10	KGE_00000309	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000310	NA	unspecified_trait	unspecified trait	Os01g0347500	OsCP14	KGE_00000310	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000311	NA	unspecified_trait	unspecified trait	Os01g0347600	OsCP25	KGE_00000311	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000312	NA	TO:0000261 - insect damage resistance;TO:0000429 - salt sensitivity;TO:0000276 - drought tolerance;TO:0000034 - chromium sensitivity;TO:0000432 - temperature response trait;TO:0000172 - jasmonic acid sensitivity;TO:0000074 - blast disease;TO:0002662 - leaf rolling tolerance;TO:0000605 - hydrogen peroxide content;TO:0002657 - oxidative stress;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0000608 - sodium content	insect damage resistance salt sensitivity drought tolerance chromium sensitivity temperature response trait jasmonic acid sensitivity blast disease leaf rolling tolerance hydrogen peroxide content oxidative stress salt tolerance abscisic acid sensitivity sodium content	Os01g0348900	SALT, OsJRL, JRL, OsMBL1, MBL1, OsSalt, salT*(sal1), sal1, SalT1*, SalT, Sal1, ML, OsSalT, Osl43, OsL43, OsJRL01, JRL01, OsJRL1, JRL1	KGE_00000312	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000313	data_lt_2007__spkf	SPKF	days to heading blast disease flowering time male sterility yield trait tiller number panicle size anatomy and morphology related trait sheath blight disease resistance	Os01g0350900	VIP2, IPI1, RIP1, OsVIP2, OsIPI1, OsRIP1, OsRING103, RING103	KGE_00000313	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000314	NA	TO:0006001 - salt tolerance;TO:0002657 - oxidative stress	salt tolerance oxidative stress	Os01g0353400	GSTF11, OsGST4, OsGSTF11	KGE_00000314	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000315	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid sensitivity plant height flowering time days to heading	Os01g0355900	ELS1, OsELS1, OsELS1.1	KGE_00000315	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000316	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid sensitivity plant height flowering time days to heading	Os01g0355900	ELS1, OsELS1, OsELS1.2	KGE_00000316	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000317	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	gibberellic acid sensitivity plant height flowering time days to heading	Os01g0355900	ELS1, OsELS1, OsELS1.3	KGE_00000317	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000318	NA	unspecified_trait	unspecified trait	Os01g0356900	PEX3, OsPEX3	KGE_00000318	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000319	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	plant height panicle size panicle length	Os01g0356951	ESP, OsESP	KGE_00000319	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000320	NA	TO:0000346 - tiller number;TO:0000557 - secondary branch number;TO:0000371 - yield trait;TO:0000547 - primary branch number;TO:0006032 - panicle size;TO:0000480 - nutrient sensitivity	tiller number secondary branch number yield trait primary branch number panicle size nutrient sensitivity	Os01g0357100	PSR1, NiR, OsNiR, OsNIR1, NIR1, FD-NiR, OsNiR2	KGE_00000320	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000321	NA	unspecified_trait	unspecified trait	Os01g0359600	NA	KGE_00000321	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000322	NA	unspecified_trait	unspecified trait	Os01g0359800	NA	KGE_00000322	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000323	NA	TO:0000430 - germination rate;TO:0002667 - abscisic acid content;TO:0000112 - disease resistance;TO:0000439 - fungal disease resistance;TO:0000520 - stomatal closure rate;TO:0000074 - blast disease;TO:0000656 - root development trait;TO:0000615 - abscisic acid sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000129 - false smut disease resistance;TO:0000172 - jasmonic acid sensitivity;TO:0006002 - proline content;TO:0000605 - hydrogen peroxide content;TO:0002657 - oxidative stress;TO:0000163 - auxin sensitivity;TO:0000175 - bacterial blight disease resistance;TO:0000524 - submergence tolerance;TO:0000382 - 1000-seed weight;TO:0006001 - salt tolerance;TO:0000136 - relative water content;TO:0000276 - drought tolerance	germination rate abscisic acid content disease resistance fungal disease resistance stomatal closure rate blast disease root development trait abscisic acid sensitivity osmotic response sensitivity false smut disease resistance jasmonic acid sensitivity proline content hydrogen peroxide content oxidative stress auxin sensitivity bacterial blight disease resistance submergence tolerance 1000 seed weight salt tolerance relative water content drought tolerance	Os01g0360200	RBOHB, Os rbohB, rbohB, OsRbohB, RbohB, OsrbohB, OsNox1, Nox1, Os-RbohB, OsRboh1, Rboh1	KGE_00000323	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000324	NA	TO:0000656 - root development trait	root development trait	Os01g0363900	CRD1, CRD1/OsHST, OsHST, HST, OsCRD1	KGE_00000324	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000325	NA	TO:0000276 - drought tolerance	drought tolerance	Os01g0366300	GNK2RLK1, Gnk2RLK-1, OsGnk2RLK-1, OsGNK2RLK1	KGE_00000325	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000326	NA	TO:0000293 - chlorophyll-a content;TO:0000496 - carotenoid content;TO:0002715 - chloroplast development trait;TO:0000316 - photosynthetic ability;TO:0000495 - chlorophyll content;TO:0000325 - soluble protein content;TO:0001018 - transpiration rate;TO:0001027 - net photosynthetic rate;TO:0000326 - leaf color;TO:0000295 - chlorophyll-b content;TO:0002668 - jasmonic acid content;TO:0000175 - bacterial blight disease resistance;TO:0000439 - fungal disease resistance;TO:0000063 - mimic response;TO:0000605 - hydrogen peroxide content	chlorophyll a content carotenoid content chloroplast development trait photosynthetic ability chlorophyll content soluble protein content transpiration rate net photosynthetic rate leaf color chlorophyll b content jasmonic acid content bacterial blight disease resistance fungal disease resistance mimic response hydrogen peroxide content	Os01g0367100	PHD1, OsPHD1, LM212-1	KGE_00000326	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000327	NA	TO:0000175 - bacterial blight disease resistance;TO:0000276 - drought tolerance	bacterial blight disease resistance drought tolerance	Os01g0367900	CHR728, OsCHR728, OsCHR11, CHR11	KGE_00000327	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000328	NA	TO:0000011 - nitrogen sensitivity;TO:0000188 - drought sensitivity;TO:0000465 - mineral and ion content related trait	nitrogen sensitivity drought sensitivity mineral and ion content related trait	Os01g0368900	GRX4, OsGrx_C7, Grx_C7, OsGRX4	KGE_00000328	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000329	NA	TO:0000148 - viral disease resistance	viral disease resistance	Os01g0369000	OsCUL1-1, OsCUL1, CUL1	KGE_00000329	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000330	NA	TO:0000615 - abscisic acid sensitivity;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance	abscisic acid sensitivity drought tolerance salt tolerance	Os01g0369200	CUL1-3, OsCUL1-3	KGE_00000330	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000331	NA	unspecified_trait	unspecified trait	Os01g0369300	HAK3, OsHAK3	KGE_00000331	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000332	NA	TO:0000058 - herbicide sensitivity;TO:0000032 - selenium sensitivity	herbicide sensitivity selenium sensitivity	Os01g0371200	GSTF1, OsGSTF1, RGSI	KGE_00000332	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000333	NA	TO:0000290 - flavonoid content;TO:0000259 - heat tolerance;TO:0000075 - light sensitivity;TO:0000167 - cytokinin sensitivity;TO:0000303 - cold tolerance;TO:0000168 - abiotic stress trait;TO:0000071 - anthocyanin content;TO:0000707 - pericarp color;TO:0000653 - seed development trait	flavonoid content heat tolerance light sensitivity cytokinin sensitivity cold tolerance abiotic stress trait anthocyanin content pericarp color seed development trait	Os01g0372500	ANS, OsAns, OsANS1, ANS1, LDOX, LDOX1, OsLDOX, OsLDOX1	KGE_00000333	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000334	NA	TO:0000173 - ethylene sensitivity;TO:0000424 - brown planthopper resistance;TO:0000172 - jasmonic acid sensitivity;TO:0000255 - sheath blight disease resistance;TO:0000074 - blast disease;TO:0000020 - black streak dwarf virus resistance;TO:0000102 - phosphorus sensitivity;TO:0000175 - bacterial blight disease resistance	ethylene sensitivity brown planthopper resistance jasmonic acid sensitivity sheath blight disease resistance blast disease black streak dwarf virus resistance phosphorus sensitivity bacterial blight disease resistance	Os01g0382000	PR1B, PR1, OsPR1b, PR1b, OsPR1#011, OsPR1-11, PR1-11, PR-1b, PR-1, OsPR-1b, OsPR1a, PR1a	KGE_00000334	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000335	NA	TO:0000074 - blast disease	blast disease	Os01g0383900	APIP12	KGE_00000335	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000336	NA	unspecified_trait	unspecified trait	Os01g0388000	CYP734A6, OsCYP734A6, BLA2	KGE_00000336	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000337	NA	TO:0000696 - starch content;TO:0000487 - endosperm color;TO:0000484 - seed shape;TO:0000382 - 1000-seed weight;TO:0000598 - protein content;TO:0002653 - endosperm storage protein content;TO:0000734 - grain length;TO:0000346 - tiller number;TO:0002658 - starch grain synthesis;TO:0000104 - floury endosperm;TO:0002656 - starch grain shape	starch content endosperm color seed shape 1000 seed weight protein content endosperm storage protein content grain length tiller number starch grain synthesis floury endosperm starch grain shape	Os01g0393100	FLO25, OsNAC26, NAC26, ONAC026, ONAC26, OsEnS-8, DLN11, OsDLN11, OsFLO25	KGE_00000337	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
